ID_ETU1;ID_ETU2;BEST_ETU
3195;5887;3195
8476;5526;5526
488;5264;488
5929;6466;5929
6969;8824;8824
5918;1707;1707
4762;5103;5103
9333;6539;9333
1281;5827;1281
5925;4782;5925
3485;4956;3485
9852;7661;9852
7465;9276;9276
8856;7437;8856
8694;1384;8694
9320;5831;9320
9017;3625;9017
3007;1604;3007
5968;6489;5968
6896;2759;6896
1923;625;1923
6496;1120;1120
9056;4722;9056
621;342;342
1528;1833;1528
5775;5365;5775
3337;5279;3337
1814;5938;5938
1270;6766;1270
7932;5294;7932
1568;2927;1568
999;4419;999
9809;9162;9162
2000;1380;1380
6168;419;419
1222;8181;1222
3479;3445;3479
6123;8802;8802
2263;4884;4884
1660;3376;1660
4633;1344;1344
5569;9494;5569
8667;4139;8667
1710;7527;1710
8265;1106;1106
9137;6901;9137
7796;8662;8662
9299;38;38
691;2660;2660
1208;2483;2483
1668;6456;6456
4917;6982;4917
381;3247;3247
9264;1841;1841
1137;1707;1707
3836;1895;1895
2454;4428;2454
6028;5235;6028
7304;4856;4856
4117;5812;5812
2266;8183;2266
8032;7012;8032
2902;3887;3887
1412;4121;4121
6256;114;114
9525;4112;9525
2595;7999;2595
6410;6733;6733
8625;7942;8625
3674;2408;2408
9157;9491;9157
2157;4075;2157
5649;5871;5649
383;7758;383
597;6437;6437
1868;1138;1138
2806;8664;8664
4705;7741;4705
9545;3339;3339
4980;3944;4980
6407;384;6407
3814;5052;3814
3555;7972;3555
7270;8360;8360
4945;2674;2674
3969;741;741
8243;7423;8243
6307;4955;4955
2319;7026;7026
2354;6699;2354
2250;1070;1070
5625;9146;5625
6243;3021;6243
7328;6300;7328
1438;1753;1753
2604;7241;7241
4010;4208;4208
6505;2608;6505
865;6280;6280
6640;950;6640
8401;9554;8401
1723;839;1723
543;6551;6551
8602;6754;8602
2674;7601;7601
9945;9868;9945
8024;8605;8605
3215;1547;3215
6982;7853;7853
3724;5109;5109
5854;6809;5854
9041;757;9041
3216;3845;3216
4730;9151;4730
2661;5204;2661
3467;1706;1706
7027;5325;7027
1157;507;507
6385;4578;4578
1351;6667;1351
4169;7269;4169
7740;4477;7740
9229;9058;9229
6655;6662;6662
7876;3531;3531
7214;6283;7214
1063;7349;1063
2588;313;313
505;8559;8559
866;7317;7317
9759;7742;7742
1033;5395;5395
2592;4685;4685
7660;7160;7160
2546;3974;3974
5253;23;5253
6047;6956;6047
2453;2391;2391
9285;4542;9285
3630;1811;1811
6314;8791;6314
5192;5999;5192
4140;73;73
6006;278;278
6773;4711;4711
6719;8672;8672
8189;4586;4586
5669;4173;4173
7745;1171;1171
4112;910;910
9604;6009;9604
8176;7389;7389
2013;7953;7953
3915;1594;1594
8611;4012;8611
9490;2856;2856
229;1751;1751
3708;8971;3708
7245;8073;8073
2682;1428;1428
3114;5168;3114
9495;678;9495
6827;4666;6827
5169;4916;5169
4584;4549;4549
4611;4190;4190
210;1817;1817
932;1952;932
3031;1784;1784
6365;728;728
2711;1735;1735
7957;2712;7957
5554;954;5554
5181;5176;5181
8292;5581;5581
9726;1997;9726
1006;4463;1006
8145;6640;6640
1472;1714;1472
4369;9855;4369
8555;8780;8555
9862;5319;9862
9012;8518;8518
7313;4707;7313
2935;8268;2935
1359;307;1359
275;7003;275
5001;3712;5001
6548;4726;4726
3682;5792;3682
5136;3537;3537
229;500;500
1794;2467;1794
1973;1213;1213
6489;6437;6489
1385;7267;7267
8016;955;8016
6378;5451;6378
1858;4458;1858
3865;2881;2881
1109;6707;1109
2924;545;545
7438;6392;6392
7420;6600;7420
9282;6450;9282
5200;4239;4239
4617;9932;4617
3226;8828;8828
3138;5400;3138
5612;6603;5612
5269;8667;5269
5547;8136;8136
8740;1407;8740
8645;3377;8645
5351;4762;4762
5669;7143;7143
3907;2937;2937
9114;8467;8467
3481;3921;3481
6335;3368;6335
6715;197;197
1636;9605;1636
4533;8526;8526
8242;329;8242
1485;9355;1485
6648;1208;6648
1497;6444;6444
591;6565;591
6372;2873;6372
8555;4217;8555
6264;4869;4869
9729;6953;6953
9648;6115;9648
8501;1955;1955
4579;9237;9237
2652;2870;2652
2073;8432;8432
8214;4156;4156
8912;2883;8912
2311;5492;2311
2737;3816;2737
6808;6490;6808
1304;5882;5882
5821;4222;5821
3846;2876;2876
6664;5252;5252
6908;4279;6908
6255;378;378
3389;64;3389
4334;5492;4334
2778;136;2778
3446;2512;3446
2917;4682;4682
2187;776;776
1424;2163;1424
8928;5706;5706
5076;5058;5076
9805;181;181
4337;6048;4337
5334;7491;7491
9235;3884;3884
303;3409;303
3617;848;3617
2512;2868;2868
9205;4483;4483
5549;8783;5549
9013;1444;9013
802;8828;802
2264;979;2264
4863;8709;8709
7605;7450;7605
3727;6437;6437
1070;9940;9940
3895;2821;2821
4718;1500;4718
2967;26;2967
7280;6729;6729
889;5563;889
9739;2755;9739
3602;2349;3602
5805;3397;5805
2579;3013;3013
6774;1543;1543
296;84;296
5911;8608;8608
3889;1716;3889
1926;3544;1926
992;6955;6955
6929;4417;4417
4212;1144;1144
8221;1569;8221
9302;296;296
1695;312;312
6235;3111;6235
3744;848;848
6343;2709;6343
9997;7974;9997
2142;4348;2142
1766;6177;6177
4041;2174;2174
9813;5996;5996
2950;2828;2828
5900;2936;5900
1899;4822;1899
9692;2814;9692
8916;1713;8916
8566;9712;8566
9645;903;9645
7048;3425;7048
4972;9715;9715
1307;425;425
4553;1585;1585
2793;1213;1213
8424;576;8424
8881;3069;3069
4136;290;290
29;3419;3419
3630;8958;8958
6559;5914;6559
2109;8218;8218
8543;3270;3270
7383;1080;7383
8286;2701;2701
818;1493;1493
7749;5311;5311
6901;2329;6901
6536;1276;1276
5633;2045;5633
3041;6711;3041
1602;518;518
1175;8780;8780
8669;1975;1975
2636;1704;1704
4390;3134;4390
8525;9436;8525
4110;9926;4110
3975;2443;2443
524;2999;524
8236;645;645
110;6663;6663
1613;6021;6021
8701;5563;8701
38;9930;38
6979;1775;1775
8319;1046;1046
1783;3916;3916
5699;8386;8386
6895;764;764
1007;9733;1007
8290;7359;8290
9654;710;710
6803;5541;6803
6275;9420;9420
1275;4333;1275
3291;3529;3529
3651;2589;2589
7238;4042;7238
7001;7055;7001
8778;6422;8778
2967;5659;2967
1574;2472;2472
2618;3334;3334
4331;9653;4331
9550;4737;9550
9026;1660;1660
8018;5689;8018
6671;7443;6671
3842;959;959
8271;3694;8271
3668;763;3668
1947;2249;1947
6736;4056;6736
7796;3318;7796
1337;6110;6110
157;9816;157
3110;4008;3110
379;6692;379
6520;2878;6520
4019;1258;4019
783;8955;8955
4229;8505;8505
795;9193;9193
966;1349;966
5941;2029;5941
8205;1257;1257
2374;4478;2374
1655;4697;1655
1931;9034;9034
7924;1620;7924
8865;4353;8865
5985;6829;5985
6793;2735;6793
3729;158;3729
4243;5196;5196
71;1039;71
9168;8665;8665
8556;4332;8556
7041;8385;7041
8127;56;8127
6603;1078;1078
582;8365;582
5603;8114;5603
1262;3903;3903
6800;4069;4069
4393;943;943
9214;2505;9214
9314;5803;5803
2548;4964;4964
9321;3522;9321
2368;849;849
209;3653;209
1332;5422;1332
8526;6591;8526
3782;8828;3782
9056;3044;9056
2705;2076;2705
4441;8661;4441
3199;5513;5513
493;2906;2906
6004;9244;6004
1245;8269;1245
8210;3259;3259
8332;7648;7648
504;6442;6442
3841;2520;2520
6574;2011;6574
5566;1810;1810
5139;7401;5139
3655;2159;3655
7954;6409;6409
5891;8217;5891
1818;3217;1818
2827;336;2827
7281;4595;7281
9412;3607;3607
4738;153;4738
41;402;41
9137;4946;4946
9405;3339;3339
2129;9127;9127
4276;4933;4933
6454;1109;1109
8854;1130;1130
5352;9811;5352
9687;3107;3107
1762;1146;1146
7784;122;122
1469;4824;4824
8952;4469;8952
9262;6969;9262
8863;6806;8863
5414;7402;7402
9973;6519;6519
5851;7247;7247
1656;3537;1656
7899;3145;3145
1757;5883;1757
9360;7778;9360
9181;6301;6301
1357;6253;6253
9783;3927;9783
9075;8368;8368
642;8137;642
7162;6418;6418
3975;822;822
993;5893;5893
3972;1583;1583
8403;6702;6702
556;6265;6265
3916;2882;3916
8062;9423;8062
1786;456;1786
500;9868;500
2181;8961;8961
6706;8453;8453
6119;3382;3382
3211;9410;3211
3618;8286;3618
5670;6061;6061
7763;3521;7763
25;1796;1796
6326;2407;6326
9879;8923;9879
1813;9200;1813
9438;2596;2596
2887;4659;2887
3302;7317;3302
8270;8256;8256
1527;8370;1527
9668;6270;6270
6316;8576;8576
7765;1884;7765
4197;4170;4170
9431;5622;9431
1842;9610;1842
7280;5215;5215
6694;4203;4203
207;3371;207
7835;8580;7835
1976;9898;9898
9291;7290;9291
4997;2469;4997
2793;2579;2793
912;4153;912
988;2614;2614
3013;8595;8595
2813;5564;2813
7454;3330;7454
1370;1361;1361
4313;882;882
5697;5325;5697
7817;3652;7817
2965;132;132
9127;2882;9127
5640;4969;5640
4346;172;4346
4050;4704;4050
7792;3703;3703
3534;2223;3534
5369;9046;9046
9565;2176;2176
5698;4641;5698
8887;9335;9335
2998;8705;2998
3023;2934;2934
9335;8246;8246
8506;1612;1612
5861;9792;9792
2803;7897;7897
8656;9046;9046
7802;3845;7802
5168;9681;9681
966;7918;966
5285;5895;5285
3;9266;3
7333;4945;7333
3150;8146;3150
3015;4708;4708
1139;1833;1833
1262;4494;4494
2933;1055;2933
9698;4168;9698
6802;1472;6802
9603;1699;9603
4303;8429;4303
9363;1780;9363
4906;9330;4906
7463;4394;4394
5361;9846;5361
1904;1494;1904
3306;3242;3306
2754;5412;5412
1665;6025;1665
5940;5077;5077
21;7975;7975
8386;967;8386
2566;7524;2566
4441;9565;4441
2552;9912;9912
6891;4722;6891
2458;2454;2454
4408;1135;1135
8824;1197;8824
7446;5012;7446
8929;3732;8929
7176;8186;8186
853;7025;7025
2548;7762;2548
790;8135;8135
5749;2230;2230
9142;2378;2378
187;4987;187
6957;6801;6801
6669;6696;6696
6904;3795;6904
4426;7047;4426
4568;5365;4568
6008;8473;6008
9489;7405;7405
8830;8091;8091
8581;1223;8581
3380;2547;3380
1933;8560;1933
1429;6798;6798
9256;1024;9256
5982;288;288
5582;3935;3935
72;3505;72
1979;1222;1222
6567;4956;4956
3184;5442;3184
1069;6296;1069
5588;2530;5588
4263;5147;5147
6755;8562;8562
6996;2606;2606
8415;8849;8415
7788;2667;7788
3340;3730;3340
8951;1959;8951
425;6503;425
8580;2742;2742
8489;7273;7273
4003;727;727
3352;6451;6451
1805;7355;7355
2733;8886;2733
3840;5362;5362
7028;2380;7028
5212;2045;5212
2170;2221;2170
2505;3480;2505
1378;5514;1378
6433;6528;6528
1524;1274;1274
6793;9741;6793
2245;8461;8461
3608;1472;3608
9756;3339;9756
2266;3056;2266
3612;5949;3612
8376;881;881
5789;2557;2557
3499;1343;3499
9102;6230;9102
5808;3293;3293
2351;4645;4645
6008;8816;6008
2256;2112;2112
631;4766;631
2503;5041;2503
7934;7426;7934
4824;5701;4824
1329;5841;5841
7048;5757;5757
3592;3209;3209
8661;36;8661
3671;2234;3671
5762;4671;4671
2937;2091;2091
370;6752;6752
6368;5652;6368
8268;4914;8268
9219;1181;1181
5491;3580;5491
493;1831;1831
5793;7905;7905
3005;4070;3005
4961;3504;4961
1274;5633;1274
9578;833;833
266;9493;9493
1713;3477;1713
5636;4042;5636
2111;28;2111
3748;8036;8036
4210;8965;8965
9927;2620;9927
6203;4725;6203
2038;9428;9428
2336;8172;2336
2871;2175;2871
9036;514;514
4296;2053;2053
8397;3896;3896
6829;904;6829
8391;8618;8391
9233;7014;9233
2158;1128;2158
3910;2328;2328
6517;8173;8173
2106;407;407
6206;1716;6206
1534;8804;8804
4566;7554;7554
5915;7227;7227
9542;7667;9542
3659;654;654
3714;2674;3714
8030;1939;1939
4258;1502;4258
1348;3214;1348
9636;5289;9636
8495;8394;8495
1298;1686;1686
458;5010;458
8434;3571;8434
2001;6211;2001
2553;977;2553
6316;838;838
7150;6275;7150
9345;6728;9345
2430;8820;2430
5495;7870;5495
2067;611;2067
3156;3255;3156
417;6466;417
1865;850;850
9998;265;9998
1769;4159;1769
5763;2139;5763
7438;5329;5329
316;6311;316
7623;7926;7623
5737;8732;8732
7499;8004;8004
3850;4707;3850
7640;34;7640
911;431;911
8024;3215;3215
6987;8067;8067
7143;913;913
9042;3078;3078
4356;8394;8394
3150;9894;3150
5262;3023;5262
8330;7554;8330
3111;3258;3258
3438;1158;3438
9499;2873;9499
6652;465;6652
667;1589;1589
2510;305;305
2455;3925;3925
267;5736;5736
7108;7533;7533
4429;8849;4429
3471;4971;3471
1342;9502;1342
8002;4341;8002
4208;5367;4208
5199;9143;9143
7668;4751;7668
8978;8156;8978
7497;856;856
3532;1545;1545
4934;4667;4934
9387;5097;9387
2700;2009;2700
4049;2157;2157
7496;2184;2184
569;4299;569
7050;6752;6752
4702;934;4702
2767;7230;7230
4725;4357;4357
3641;5788;3641
8819;8491;8491
5939;3723;3723
9345;9291;9345
7681;2582;7681
942;3152;3152
8149;3949;3949
3064;2034;3064
1022;1227;1227
7165;7371;7371
5988;4957;4957
5048;7223;5048
4812;5728;5728
8841;2405;8841
4687;6033;6033
2234;6345;6345
5881;5734;5734
2843;386;386
3881;9016;9016
8199;9965;9965
6592;6870;6592
8549;3288;3288
1731;9292;1731
7789;4950;7789
3449;9307;3449
6851;963;963
1331;7834;7834
8987;7991;7991
4985;2580;2580
3093;6796;3093
504;6507;6507
790;6311;790
483;6653;6653
4814;3490;3490
592;8144;592
886;2664;2664
1885;5212;5212
9373;2399;9373
4680;9148;4680
6295;7025;7025
296;6333;296
9291;8634;8634
8975;2826;2826
796;334;796
2801;9445;2801
9757;8273;8273
7858;105;7858
3148;1897;3148
55;8629;55
3853;4429;4429
2735;2228;2228
2603;9921;2603
9689;1444;9689
6155;1927;1927
3381;4240;3381
2356;7317;7317
6913;2614;2614
2158;2227;2158
7180;2114;2114
603;6217;6217
9399;8099;9399
1131;2503;2503
254;9782;9782
2716;22;22
4658;7388;4658
2627;1183;1183
6405;1490;1490
9556;3920;9556
9376;4666;9376
7519;2252;2252
1296;9730;1296
9079;9367;9367
5025;2162;2162
3515;2240;3515
7642;5528;7642
6406;4034;4034
1273;4357;4357
8686;8005;8005
8705;1012;8705
6434;3790;6434
3669;512;512
7241;7724;7241
4073;5986;4073
6541;5520;5520
1656;2194;1656
3211;1057;3211
9080;1101;1101
4770;7895;4770
6880;4644;6880
1988;891;891
7352;6720;6720
6423;7527;7527
8557;5167;5167
7270;4240;7270
8336;7400;7400
4768;9169;9169
5710;2437;2437
4391;8556;8556
2595;4165;4165
5828;5160;5828
8999;5960;8999
8167;2030;8167
2595;2881;2595
848;8013;8013
1593;4919;4919
4674;1686;1686
9021;5036;9021
4596;1920;1920
7723;1961;1961
169;8583;169
5810;1986;5810
6223;3941;6223
5407;5577;5577
986;7663;7663
7110;7720;7110
9917;7495;9917
3702;4924;3702
2984;7436;2984
2109;5270;2109
9499;8710;9499
1760;9045;1760
8042;2689;2689
4334;8087;8087
3970;4739;4739
9316;3601;9316
598;7703;598
3265;1741;1741
3790;7334;7334
8159;9805;8159
6924;5141;6924
980;9566;980
3973;6376;6376
963;2532;963
2621;872;2621
6110;6026;6110
3099;162;3099
856;3222;3222
4147;7442;4147
8482;5953;8482
9815;8575;8575
7572;8855;8855
600;6242;6242
8386;5016;8386
3805;7981;3805
3428;7989;3428
7140;2321;7140
1209;5444;5444
3416;2802;2802
3687;654;654
5205;2254;2254
6081;7413;6081
820;7570;7570
1009;4765;4765
6360;2471;6360
6395;1311;1311
2106;2890;2106
1662;7009;7009
4;1532;4
430;1849;1849
1638;6870;1638
5193;4603;5193
3899;9410;3899
991;5355;991
4651;4922;4651
4595;2128;2128
8809;2835;8809
1947;1576;1947
166;1313;166
7271;5006;5006
6293;669;669
7289;2561;7289
6367;843;843
8641;2117;2117
2079;6923;6923
8151;415;8151
3953;6647;6647
6437;6074;6074
6148;58;58
8905;2580;8905
1902;886;886
2906;6578;2906
5489;6258;6258
849;8502;849
4541;1377;4541
2252;7749;7749
1647;509;1647
4799;7934;4799
3465;6287;6287
9553;5201;5201
2472;4570;4570
7145;8211;7145
1027;7872;7872
8210;3352;8210
2970;1915;2970
6456;4293;6456
7193;3277;7193
5232;4160;4160
3823;8190;8190
8272;6592;6592
5694;5687;5694
2082;8514;2082
6396;9958;6396
4194;5188;4194
6659;3053;3053
9700;3916;3916
6731;8759;8759
3213;8300;3213
5243;8400;8400
3801;48;48
5730;2765;5730
5485;8801;8801
1781;3938;3938
1376;914;914
831;5827;831
8390;2998;2998
6161;8148;6161
155;5058;155
7666;6372;6372
6420;5404;6420
8659;6041;6041
7822;1465;1465
1379;1795;1379
2834;5311;5311
3406;9364;3406
6481;8948;8948
9313;2374;9313
6154;2994;2994
9326;7968;9326
7590;5812;7590
3364;2951;2951
9930;4172;4172
4673;9415;4673
4421;2790;4421
8685;173;173
3630;8462;8462
9994;9400;9400
8989;8409;8989
3521;6749;3521
1726;8195;1726
2513;3437;2513
701;9590;9590
2666;8144;2666
9473;8840;9473
3828;944;3828
62;9992;9992
2784;4260;4260
299;7573;299
3218;5734;3218
8878;4809;8878
715;4590;715
9832;1067;9832
6132;4981;4981
8127;7289;8127
8786;2648;8786
9512;2661;2661
6664;2820;6664
4454;6422;4454
6621;3596;3596
6313;6284;6313
1213;1301;1213
8717;1915;8717
7991;6242;7991
7572;50;7572
16;2833;2833
2536;6863;6863
7464;8639;8639
5215;3180;3180
8285;9901;9901
5823;7294;5823
3422;9215;9215
3790;7142;7142
7956;9016;7956
6971;3243;6971
8280;3536;8280
8096;5439;8096
3505;7040;7040
3190;462;462
9881;302;302
7205;5377;7205
3435;2449;2449
3244;9286;9286
1442;1185;1185
5140;3791;5140
6365;3662;3662
1786;2391;2391
5300;8397;8397
1914;1284;1284
7363;7963;7363
5883;5109;5883
9450;7354;9450
3162;2452;3162
8540;979;979
7300;7806;7300
917;8440;917
5280;3300;5280
7212;7377;7212
1664;6607;1664
3944;3227;3227
8477;8203;8203
7761;2398;7761
3042;9103;9103
4824;2234;4824
1769;784;784
1073;2897;2897
2778;2288;2288
2414;7330;7330
4530;7969;7969
5639;9169;9169
1771;4405;4405
4176;1726;4176
1100;3560;3560
8438;5932;5932
5808;6058;5808
3615;5194;3615
9515;9831;9515
5959;2794;5959
2518;5999;5999
3652;1910;1910
6850;9987;9987
7824;7617;7824
4595;2179;2179
3018;3901;3018
3905;1937;3905
5884;2963;2963
3088;6531;3088
1475;9964;9964
8793;8721;8721
2532;1186;1186
5891;5685;5891
3395;1422;3395
5682;6133;5682
1038;6227;6227
6037;5442;5442
9435;7572;7572
8714;4910;8714
6711;5359;5359
9928;9049;9928
9959;556;9959
2396;7952;7952
299;9528;299
8739;3541;3541
1081;4600;4600
7882;9152;7882
8632;6342;8632
1903;8216;8216
2846;4894;2846
689;233;233
4557;4368;4368
3848;6044;6044
9514;7343;7343
9470;5115;5115
1286;32;1286
2460;1814;1814
1343;7659;7659
7051;258;258
2904;7150;7150
378;805;378
4167;5474;4167
7372;4180;4180
6065;6832;6065
4454;7717;4454
8095;7716;8095
567;6620;567
7617;659;7617
6281;9406;9406
8245;5826;8245
9346;4239;4239
1040;6612;1040
932;2713;2713
6016;5086;5086
7871;5344;5344
2403;7174;7174
8979;1235;8979
3020;1033;3020
2101;7223;7223
4645;1995;1995
5553;2768;2768
3012;78;3012
9704;1392;9704
3204;9046;9046
555;7949;7949
271;4879;271
6277;7938;6277
5090;4116;4116
4738;2119;2119
8059;7431;8059
1195;8924;1195
1905;6225;6225
8617;1480;1480
4148;8853;8853
4941;9435;4941
796;2132;2132
7976;3576;3576
736;9072;9072
6505;952;952
3992;6631;6631
9894;4721;9894
4761;8109;4761
7378;1529;7378
7360;8939;8939
445;7628;7628
7480;9644;9644
5437;6411;5437
8255;1085;8255
2790;7722;7722
4755;4634;4634
2899;7177;2899
5346;6068;5346
9515;2899;9515
6263;6884;6884
2844;432;2844
4971;7022;4971
6504;8208;6504
1710;9169;1710
7980;6286;6286
9793;8197;9793
6669;1916;1916
8063;3606;3606
9795;8157;8157
4435;6159;6159
1616;4618;4618
689;7430;7430
5155;4753;4753
8063;1130;1130
4231;8042;4231
2973;4186;2973
2828;4561;2828
2349;7664;7664
6100;5997;5997
4757;2898;2898
9044;7318;9044
2709;8691;8691
6361;9378;9378
9625;3097;9625
3548;6039;3548
9601;738;9601
5767;8272;5767
7387;2431;7387
1282;1563;1563
4408;6067;6067
3448;1834;3448
9323;4793;9323
4318;861;861
5313;176;5313
8943;5818;8943
1930;2564;2564
2305;1576;1576
5995;4611;4611
9168;3035;3035
8396;7022;7022
4408;6190;6190
5831;8739;5831
238;3050;3050
1841;4616;4616
9864;1017;1017
4253;2488;2488
3683;1601;1601
5325;748;5325
7486;7779;7486
5136;3327;3327
1333;4766;1333
4952;7877;4952
5913;7216;7216
7352;9361;9361
5199;6771;6771
563;3991;563
242;1365;1365
7780;5468;7780
7115;3349;7115
2820;1026;1026
5544;2420;5544
3759;9992;9992
571;8856;8856
7369;9398;9398
9525;5599;9525
8929;366;366
7294;9623;9623
8056;8369;8369
30;2729;2729
815;6101;6101
3182;1066;1066
8962;9750;9750
5945;1520;1520
2067;7212;2067
9440;927;9440
6919;5511;6919
7705;4382;4382
9797;2551;2551
5202;6126;6126
6754;7182;7182
2969;650;650
6649;3379;3379
3861;7031;3861
8538;821;8538
3666;299;299
8782;1130;1130
4058;8423;8423
8367;6079;8367
7747;7237;7747
5825;9513;5825
9822;8914;8914
4229;4557;4229
5859;6383;5859
5446;8595;5446
1829;7521;1829
4048;4534;4048
3606;9146;9146
7253;2158;7253
7357;555;7357
5108;31;5108
9558;1109;1109
8130;9767;9767
4993;8704;4993
9428;3569;9428
7517;2768;2768
9144;6514;9144
8022;2858;2858
8623;7427;7427
3972;5917;5917
345;5764;5764
1480;1786;1480
6587;9532;9532
3285;2536;2536
5975;2894;2894
9572;2999;9572
476;1383;1383
2877;9669;9669
135;7675;7675
6560;3502;6560
2377;214;2377
1304;837;837
4696;5944;4696
9105;7884;9105
4952;2225;4952
8554;1206;1206
7782;6967;7782
634;590;590
4516;8695;4516
7390;3864;3864
6277;4532;6277
5637;6436;6436
8461;2836;2836
9471;7497;9471
2561;7272;7272
9308;873;873
8439;7790;7790
9937;3942;3942
5302;5596;5302
6930;6645;6645
1233;1402;1402
3069;5274;5274
2253;4504;4504
347;6386;347
7602;1632;7602
4117;7444;4117
2522;3605;3605
6555;2489;6555
9255;5057;9255
7657;7345;7657
5897;2049;5897
1198;9399;9399
7159;5542;5542
9830;3921;9830
7754;1122;7754
809;9705;809
5343;2188;5343
1785;6737;1785
9248;7990;9248
9864;9070;9070
6998;7991;6998
137;3778;3778
3361;4386;3361
1914;8967;1914
4893;6963;4893
2292;698;698
1422;1646;1422
3433;399;399
3044;8833;8833
9017;5293;5293
7705;5150;5150
86;324;86
6748;6230;6748
8856;7488;8856
1214;7662;1214
5549;8983;5549
1648;3099;1648
6347;9692;9692
4293;9466;9466
6737;5515;5515
6325;412;412
3835;7980;3835
6109;6466;6109
9566;4538;4538
4443;9901;4443
1895;2363;1895
4319;8088;8088
4670;9526;4670
3490;6394;6394
8288;2482;2482
549;6087;549
9296;6607;9296
9036;7329;7329
5196;4282;5196
1646;3798;3798
6997;1856;6997
422;4635;4635
7686;2806;2806
4995;435;4995
7887;8502;7887
5777;843;5777
2186;4571;4571
9962;858;858
581;6315;581
8064;707;707
3167;7221;7221
1649;9487;9487
7230;430;7230
6435;4337;4337
6890;5173;5173
4779;6469;6469
7632;997;7632
744;4778;744
9034;9748;9748
7964;9583;9583
6876;3794;6876
8533;1994;8533
7235;5015;5015
6244;2755;6244
4650;5453;4650
1023;2931;2931
8461;2150;2150
5657;9346;9346
5492;7175;5492
2610;6124;2610
1266;1512;1512
5926;8478;5926
2941;2129;2129
5845;3408;3408
693;4909;4909
4768;6202;6202
8760;5749;8760
5417;5184;5184
6948;1589;1589
8149;3644;3644
4391;6160;4391
2526;8321;8321
4065;9843;9843
6389;1123;1123
4243;7910;7910
5144;5895;5144
8354;1818;1818
652;5747;5747
2822;4142;2822
5460;3388;5460
6116;873;873
6197;4386;4386
9411;202;202
9910;7119;9910
1984;2193;2193
6655;8213;6655
7610;6979;6979
7010;3920;7010
563;1224;563
8901;8566;8566
3519;2789;3519
2628;5333;2628
1290;3108;1290
681;4878;681
1350;2064;2064
1304;3429;3429
8580;5328;5328
6315;9721;6315
9754;918;918
3695;3777;3777
9448;7451;9448
3908;6893;6893
5868;1570;1570
908;1563;1563
1581;22;22
1190;9596;1190
3497;7807;7807
547;9054;547
2659;8170;2659
5399;9976;5399
2081;7507;7507
7656;2165;2165
6542;2492;6542
2807;7199;2807
8073;4805;8073
4501;6416;4501
8560;288;288
587;370;370
7480;3051;3051
269;7456;7456
2355;2686;2355
1707;5802;1707
9978;8037;9978
8353;8288;8353
4597;2590;2590
6776;6687;6687
8547;3538;8547
9211;6965;6965
970;8029;8029
9995;5618;9995
6288;4966;4966
2104;8422;8422
1497;4737;1497
6840;5932;6840
5812;9846;5812
1566;8474;1566
9645;7795;9645
6746;8699;8699
1698;4530;4530
5897;5465;5897
4271;3957;3957
9210;2342;9210
7563;2637;7563
8051;693;8051
2742;2688;2688
4052;3673;3673
1722;6177;6177
8989;9217;9217
6095;8569;6095
5287;4803;5287
697;234;697
1087;8026;8026
7352;4305;4305
2800;3861;3861
8591;2245;8591
3406;8621;3406
210;4129;4129
212;6496;212
6696;2936;2936
3667;7075;3667
9091;2661;2661
9158;29;9158
8861;5091;8861
9329;2180;2180
1032;2760;2760
870;1481;870
146;5160;146
1894;5999;5999
5807;8061;8061
4141;2084;2084
5195;6813;5195
4959;5840;5840
4713;4388;4713
7859;2188;7859
1854;9599;1854
9511;9024;9024
7319;8800;8800
2671;5165;2671
7245;1214;1214
4062;1421;1421
8246;3319;3319
8122;2803;8122
2197;8733;8733
8645;5293;5293
8906;3123;3123
8917;289;289
1807;4125;4125
2640;8600;2640
2878;116;116
928;924;924
9490;2341;9490
4549;3604;4549
8141;8142;8142
1509;3415;1509
3443;9267;9267
5938;6400;5938
6786;2578;6786
8487;8939;8487
9117;9830;9830
2091;6392;6392
3688;8017;8017
6235;1153;6235
7120;8543;7120
4007;1580;4007
301;3519;3519
7778;2008;2008
4051;479;479
6082;4689;4689
1133;5190;1133
3136;5506;3136
1031;4425;1031
2843;6903;2843
5874;6006;5874
1684;283;283
1846;2377;2377
3191;1482;1482
3223;3172;3172
2714;5754;2714
5979;6709;5979
1137;4042;1137
3673;7591;3673
5161;9000;5161
5142;6022;6022
6052;312;312
6990;9229;6990
996;2096;996
3344;373;373
3604;8602;8602
5766;9398;9398
7610;8471;8471
3607;38;3607
3627;4219;4219
2113;7593;7593
5419;5043;5043
487;3584;3584
8522;9699;9699
1239;1255;1255
2934;588;2934
1491;9976;1491
3616;1287;3616
8719;9498;8719
5710;8723;8723
4241;6473;6473
9081;8242;8242
9419;7097;9419
5479;633;633
7800;5898;7800
5599;4945;5599
4069;1724;1724
557;5029;557
865;3331;3331
7233;8882;8882
7443;4459;4459
8654;7775;7775
9970;9954;9970
5907;5984;5907
6814;5790;6814
5977;4888;5977
6813;6293;6293
6869;99;99
4788;9845;9845
2967;22;2967
9080;9330;9330
3052;7247;7247
768;6380;6380
1072;5366;1072
3969;978;978
9921;6691;9921
5471;7492;7492
7867;8323;7867
1341;5200;1341
6963;4156;4156
1766;1403;1403
8857;9169;9169
9517;725;725
55;8712;8712
4254;7967;7967
4740;7103;7103
6479;2122;6479
5703;8037;8037
4301;5308;4301
4846;254;4846
6028;8964;6028
6089;7538;6089
2845;5314;5314
328;8730;8730
